Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,OddsIn,OddsOut,MSErIn,MSErOut,MSEsIn,MSEsOut,PrivacyGain
small,ID123,totcst,0,Cvine,1.0,0.94,0.06000000000000005,0.04,0.04,0.0,0.04,0.04255319148936171,0.0,0.0037896456351721023,0.24055867678705845,0.2802437608065751,0.06000000000000005
small,ID123,totcst,1,Cvine,1.0,0.98,0.020000000000000018,0.06,0.0,0.06,0.06,0.0,0.0,0.0034431026249835293,0.30348439257604926,0.3539839355719938,-0.03999999999999998
small,ID123,totcst,2,Cvine,1.0,1.0,0.0,0.04,0.02,0.02,0.04,0.02,0.0,0.0012007917476061496,0.26981975860604906,0.290784516613745,-0.02
small,ID123,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.0,0.02,-0.02,0.0,0.020833333333333336,0.0,0.0038349310115710117,0.525613145258352,0.49701660364134725,0.06000000000000004
small,ID123,totcst,4,Cvine,1.0,0.98,0.020000000000000018,0.06,0.02,0.039999999999999994,0.06,0.020408163265306124,0.0,0.0023202754406227975,0.22029023267286604,0.24646423451942717,-0.019999999999999976
small,ID123,totcst,5,Cvine,1.0,0.98,0.020000000000000018,0.24,0.08,0.15999999999999998,0.24,0.0816326530612245,0.0,0.0028279342172577793,0.14777646167789546,0.21310057388745116,-0.13999999999999996
small,ID123,totcst,6,Cvine,1.0,1.0,0.0,0.08,0.04,0.04,0.08,0.04,0.0,0.0034022322213903495,0.30545276301535323,0.2810092214806048,-0.04
small,ID123,totcst,7,Cvine,1.0,1.0,0.0,0.02,0.04,-0.02,0.02,0.04,0.0,0.002523149288423404,0.3346369124479884,0.33163868026708243,0.02
small,ID123,totcst,8,Cvine,1.0,0.96,0.040000000000000036,0.06,0.16,-0.1,0.06,0.16666666666666669,0.0,0.0037516033247105857,0.19984380673660795,0.16056524205131661,0.14000000000000004
small,ID123,totcst,9,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.004543817784054013,0.3671486846275517,0.30536903535155996,0.020000000000000018
small,ID31,totcst,0,Cvine,1.0,0.82,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.007810366359654094,7.3762407962350425,7.907939226374546,0.18000000000000005
small,ID31,totcst,1,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0076591183913709195,7.861390929071742,7.935697943057066,0.16000000000000003
small,ID31,totcst,2,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.003018935389228941,6.7218826604637005,7.6682987478155225,0.040000000000000036
small,ID31,totcst,3,Cvine,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.007132111890015278,7.3598589942352906,7.362363972245395,0.19999999999999996
small,ID31,totcst,4,Cvine,1.0,0.82,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.010179443050422864,7.026418894149639,7.1271274597119145,0.18000000000000005
small,ID31,totcst,5,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0059467098016199845,7.550873867295643,7.532778850104239,0.07999999999999996
small,ID31,totcst,6,Cvine,1.0,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.01773607502481054,7.228874717800904,7.718955099932181,0.38
small,ID31,totcst,7,Cvine,1.0,0.78,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.009530495342998893,7.769308832748611,7.560346645405234,0.21999999999999997
small,ID31,totcst,8,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.007628883368140337,7.100622659047283,6.915696985072069,0.16000000000000003
small,ID31,totcst,9,Cvine,1.0,0.94,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.005291761347032896,6.712777045650525,7.345693728425199,0.06000000000000005
small,ID41,totcst,0,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5466300620707656,19.54772231408641,19.003778153299333,0.96
small,ID41,totcst,1,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.035371943219417,17.361780861455628,19.0315787780884,0.98
small,ID41,totcst,2,Cvine,1.0,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3034588803602386,20.679354353949655,18.968166576995095,0.88
small,ID41,totcst,3,Cvine,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18676232965659054,19.539716494864532,16.358283725391967,0.8
small,ID41,totcst,4,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6172256848216571,18.64687603521439,18.2165993284095,0.98
small,ID41,totcst,5,Cvine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.9270227304610416,16.932519449341278,17.202721235590232,1.0
small,ID41,totcst,6,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.8266689551486027,16.710850318692486,18.81548493890073,0.98
small,ID41,totcst,7,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6950478883705251,18.01837075120185,19.394335233100957,0.98
small,ID41,totcst,8,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.29537425732082667,16.61365117149618,16.020812782255227,0.98
small,ID41,totcst,9,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5651973291607912,18.814098491948233,17.53833050274991,0.96
small,ID507,totcst,0,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006897311280702759,2.749424350769343,2.5379151133589573,0.07999999999999996
small,ID507,totcst,1,Cvine,1.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.009244092422123632,1.7845546396641683,1.7742173256056843,0.24
small,ID507,totcst,2,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0032548321052832552,1.922819739593526,2.207506208794774,0.020000000000000018
small,ID507,totcst,3,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021234321547500064,1.2585802886361146,1.9085921810001116,0.0
small,ID507,totcst,4,Cvine,1.0,0.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.011443155329999663,2.1114735377427003,2.5787738664161304,0.26
small,ID507,totcst,5,Cvine,1.0,0.7,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.012281861183926497,2.244738703377508,2.2826338098777494,0.30000000000000004
small,ID507,totcst,6,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0038613488856320288,1.5392923749488916,2.455826924980855,0.040000000000000036
small,ID507,totcst,7,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.004621344035718391,2.0715609569886184,2.0558480970744304,0.040000000000000036
small,ID507,totcst,8,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.002566068960251682,2.13631453015166,2.206480196577939,0.020000000000000018
small,ID507,totcst,9,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006047595585444391,1.2330882285533087,1.8363777136593922,0.07999999999999996
small,ID589,totcst,0,Cvine,1.0,0.8,0.19999999999999996,0.6,0.58,0.020000000000000018,0.6,0.7249999999999999,0.0,0.01067654862851642,0.020482218845441654,0.03325077273332412,0.17999999999999994
small,ID589,totcst,1,Cvine,1.0,0.4,0.6,0.64,0.66,-0.020000000000000018,0.64,1.65,0.0,0.01963552800350036,0.016588653152616706,0.0220200661770937,0.62
small,ID589,totcst,2,Cvine,1.0,0.8,0.19999999999999996,0.44,0.46,-0.020000000000000018,0.44,0.575,0.0,0.01138648379896496,0.033005214011021446,0.03374277757644119,0.21999999999999997
small,ID589,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.56,0.6,-0.039999999999999925,0.56,0.625,0.0,0.004412670936381586,0.023637906965139524,0.022290458582016965,0.07999999999999996
small,ID589,totcst,4,Cvine,1.0,0.72,0.28,0.52,0.48,0.040000000000000036,0.52,0.6666666666666666,0.0,0.012658236175500498,0.031136010373606346,0.03014328978529842,0.24
small,ID589,totcst,5,Cvine,1.0,0.78,0.21999999999999997,0.6,0.52,0.07999999999999996,0.6,0.6666666666666666,0.0,0.010249521194448923,0.025610773051149272,0.024763307398434325,0.14
small,ID589,totcst,6,Cvine,1.0,0.18,0.8200000000000001,0.56,0.58,-0.019999999999999907,0.56,3.2222222222222223,0.0,0.026831900212900394,0.031978268442570644,0.023523764585471785,0.84
small,ID589,totcst,7,Cvine,1.0,0.52,0.48,0.58,0.56,0.019999999999999907,0.58,1.076923076923077,0.0,0.01674343021313411,0.024393740215579406,0.022929400722814366,0.4600000000000001
small,ID589,totcst,8,Cvine,1.0,0.78,0.21999999999999997,0.6,0.54,0.05999999999999994,0.6,0.6923076923076923,0.0,0.010451705305509035,0.02142575502127002,0.0335166453382254,0.16000000000000003
small,ID589,totcst,9,Cvine,1.0,0.46,0.54,0.54,0.66,-0.12,0.54,1.434782608695652,0.0,0.017371055498177496,0.024926611858530855,0.022161163173076356,0.66
small,ID740,totcst,0,Cvine,1.0,0.56,0.43999999999999995,0.26,0.26,0.0,0.26,0.46428571428571425,0.0,0.02127259675642255,0.0773459355355744,0.09515487534636913,0.43999999999999995
small,ID740,totcst,1,Cvine,1.0,0.14,0.86,0.3,0.38,-0.08000000000000002,0.3,2.714285714285714,0.0,0.04768846522296608,0.09737923278533771,0.11104323889942255,0.94
small,ID740,totcst,2,Cvine,1.0,0.88,0.12,0.22,0.28,-0.060000000000000026,0.22,0.31818181818181823,0.0,0.0047646981514590896,0.10023959220062525,0.09972836617466192,0.18000000000000002
small,ID740,totcst,3,Cvine,1.0,0.3,0.7,0.24,0.06,0.18,0.24,0.2,0.0,0.04699640267048974,0.135346285310269,0.15962995811565017,0.52
small,ID740,totcst,4,Cvine,1.0,0.18,0.8200000000000001,0.28,0.2,0.08000000000000002,0.28,1.1111111111111112,0.0,0.04067118834822236,0.10763693627677849,0.09506798662640006,0.74
small,ID740,totcst,5,Cvine,1.0,0.24,0.76,0.34,0.34,0.0,0.34,1.4166666666666667,0.0,0.04040735027884627,0.05660897784553641,0.05947804524664682,0.76
small,ID740,totcst,6,Cvine,1.0,0.18,0.8200000000000001,0.52,0.24,0.28,0.52,1.3333333333333333,0.0,0.04924386126910161,0.04637101654797289,0.07566671450847898,0.54
small,ID740,totcst,7,Cvine,1.0,0.12,0.88,0.38,0.32,0.06,0.38,2.666666666666667,0.0,0.05096205164078196,0.07537760780927365,0.08336077126065676,0.8200000000000001
small,ID740,totcst,8,Cvine,1.0,0.88,0.12,0.6,0.38,0.21999999999999997,0.6,0.4318181818181818,0.0,0.006779692858439108,0.02394894870106898,0.06372038847954788,-0.09999999999999998
small,ID740,totcst,9,Cvine,1.0,0.38,0.62,0.16,0.14,0.01999999999999999,0.16,0.368421052631579,0.0,0.022436859128351624,0.16803012623264502,0.18503742922546149,0.6
