Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,OddsIn,OddsOut,MSErIn,MSErOut,MSEsIn,MSEsOut,PrivacyGain
small,ID123,totcst,0,Cvine,1.0,0.94,0.06000000000000005,0.86,0.74,0.12,0.86,0.7872340425531915,0.0,0.0037896456351721023,0.0063898350311859566,0.01025471928844498,-0.05999999999999994
small,ID123,totcst,1,Cvine,1.0,0.98,0.020000000000000018,0.76,0.7,0.06000000000000005,0.76,0.7142857142857143,0.0,0.0034431026249835293,0.011366937959936867,0.013802307039007668,-0.040000000000000036
small,ID123,totcst,2,Cvine,1.0,1.0,0.0,0.96,0.84,0.12,0.96,0.84,0.0,0.0012007917476061496,0.0048861484335135106,0.008068254031784617,-0.12
small,ID123,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.46,0.58,-0.11999999999999994,0.46,0.6041666666666666,0.0,0.0038349310115710117,0.019242618481715365,0.01725760453179296,0.15999999999999998
small,ID123,totcst,4,Cvine,1.0,0.98,0.020000000000000018,0.6,0.78,-0.18000000000000005,0.6,0.7959183673469388,0.0,0.0023202754406227975,0.014769826488672325,0.011891846376305004,0.20000000000000007
small,ID123,totcst,5,Cvine,1.0,0.98,0.020000000000000018,0.92,0.28,0.64,0.92,0.28571428571428575,0.0,0.0028279342172577793,0.004855796341869963,0.02469766517034035,-0.62
small,ID123,totcst,6,Cvine,1.0,1.0,0.0,0.92,0.96,-0.039999999999999925,0.92,0.96,0.0,0.0034022322213903495,0.004565762107040097,0.0036568300308824175,0.039999999999999925
small,ID123,totcst,7,Cvine,1.0,1.0,0.0,0.96,0.98,-0.020000000000000018,0.96,0.98,0.0,0.002523149288423404,0.002860633516922571,0.0019263757926424332,0.020000000000000018
small,ID123,totcst,8,Cvine,1.0,0.96,0.040000000000000036,0.98,0.96,0.020000000000000018,0.98,1.0,0.0,0.0037516033247105857,0.0036091843798948565,0.0033959813330660805,0.020000000000000018
small,ID123,totcst,9,Cvine,1.0,0.98,0.020000000000000018,0.6,0.76,-0.16000000000000003,0.6,0.7755102040816326,0.0,0.004543817784054013,0.017236823949931975,0.010350177254282975,0.18000000000000005
small,ID31,totcst,0,Cvine,1.0,0.82,0.18000000000000005,0.58,0.88,-0.30000000000000004,0.58,1.0731707317073171,0.0,0.007810366359654094,0.036209501447671204,0.006865406256523169,0.4800000000000001
small,ID31,totcst,1,Cvine,1.0,0.84,0.16000000000000003,0.18,0.0,0.18,0.18,0.0,0.0,0.0076591183913709195,0.084433052209922,0.3194673586246857,-0.019999999999999962
small,ID31,totcst,2,Cvine,1.0,0.96,0.040000000000000036,0.68,0.7,-0.019999999999999907,0.68,0.7291666666666666,0.0,0.003018935389228941,0.019639316072266384,0.013379793118412715,0.05999999999999994
small,ID31,totcst,3,Cvine,1.0,0.8,0.19999999999999996,0.56,0.48,0.08000000000000007,0.56,0.6,0.0,0.007132111890015278,0.020146898923032716,0.024005640312285855,0.11999999999999988
small,ID31,totcst,4,Cvine,1.0,0.82,0.18000000000000005,0.24,0.36,-0.12,0.24,0.43902439024390244,0.0,0.010179443050422864,0.056524657839328,0.03313762469238494,0.30000000000000004
small,ID31,totcst,5,Cvine,1.0,0.92,0.07999999999999996,0.22,0.82,-0.6,0.22,0.8913043478260869,0.0,0.0059467098016199845,0.08732251603998671,0.007141567919973169,0.6799999999999999
